numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exporstimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
167,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Cacao,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,3300,Livres,"1,3",.,
168,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Curcuma,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,950,Livres,"0,45",.,
169,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Cardamomum,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,4221,Livres,"3,5",.,
170,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Coton filé,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1534,Livres,"2,75",.,
171,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Coton en laine,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,99539,Livres,"0,9",.,il est indiqué 5 douzaines à 33 sols la pièce
172,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Caladaris,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,651,Pièces,18,.,
173,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Casse,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,120,Pièces,50,.,
174,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Chuquelas,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,103,Pièces,18,.,
175,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Cirkaca,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,177,Pièces,45,.,
176,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Chitte,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,138,Pièces,61,.,
177,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Chalbaf,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,100,Pièces,"19,5",.,
178,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Corsept brodé en soye,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,Nombres,.,.,pas de valeur unitaire
179,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Damas,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,247,Pièces,100,.,
180,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Dissouchaye,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,184,Pièces,24,.,
181,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Eau de vie,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,"60,66",Barriques,120,.,
182,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Eau de vie,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,21,Veltes,"4,5",.,
183,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Encre de Nankin,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,100,Boëtes,3,.,
184,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Elatchas,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,100,Pièces,18,.,
185,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Ecorce d'arbre,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,213,Pièces,16,.,
186,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Fichu brodés de soye en couleur,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,2,Pièces,20,.,
187,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Gingembre,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,55625,Livres,"13,75",.,
188,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Galbanum,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,350,Livres,2,.,
189,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Galanga,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,800,Livres,"0,4",.,
190,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Gomme de senegal,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,180400,Livres,"0,32",.,
191,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Guinée blanche ordinaire ,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,25650,Pièces,40,.,
192,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Guinée bleuë,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,220,Pièces,16,.,
193,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,4,1740,Export,Garas blancs,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,20299,Pièces,15,.,
194,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Gourgouran,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,266,Pièces,"87,5",.,
195,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Guinguans divers,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,90,Pièces,12,.,
196,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Huile d'olive,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1300,Livres,"0,75",.,
197,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Indigo,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,165909,Livres,"4,25",.,
198,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Jamavart,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,320,Pièces,55,.,
199,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Jupe de basin brodée en Soye,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,Nombres,.,.,pas de prix unitaire
200,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Jupe de satin brodée,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,Nombres,.,.,pas de prix unitaire
201,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Lustrine,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,10,Pièces,100,.,
202,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Miel,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,58850,Livres,"0,14",.,
203,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mousseline,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,Pièces,120,.,
204,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mandarine,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,3,Pièces,.,.,pas de prix unitaire
205,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Malmole ,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,60,Pièces,55,.,
206,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mouchoirs d'organdis,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,50,Pièces,60,.,
207,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mouchoirs peints,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,52,Pièces,49,.,
208,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mouchoirs de Pontichery,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,3049,Pièces,21,.,
209,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mouchoirs de Bengale,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,191,Pièces,28,.,
210,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mouchoirs mazulipatan,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,131,Pièces,30,.,
211,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Mouchoirs Tranquebas,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,160,Pièces,"17,5",.,
212,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Nelis,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,526,Pièces,17,.,pas de prix unitaire
213,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Ocre,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,155,Bariques,6,.,
214,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Pinasse,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,423,Pièces,"16,5",.,
215,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Pekin,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,163,Pièces,70,.,
216,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Patissoye uni,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,5,Pièces,104,.,
217,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Pelong,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,35,Pièces,.,.,pas de valeur unitaire
218,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Peaux de renard,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1485,En nombre,"0,6",.,
219,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Porcelaine,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,225,Livres,5,.,
220,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Pierres à fusils,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1007,Milliers,"3,5",.,
221,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Rocou,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,17450,Livres,"0,6",.,
222,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Rotins,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,12650,Livres,130,.,
223,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Robe de Basin brodée,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,En nombre,400,.,
224,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sucre Blanc,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,188725,Livres,"0,46125",.,
225,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sucre terré,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1040475,Livres,"0,365",.,
226,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sucre tête,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,47000,Livres,"0,2725",.,
227,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sucre brut,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,5874550,Livres,"0,225",.,
228,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sirop de sucre,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,40200,Livres,"0,07525",.,
229,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sel du Croisic,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,73,Muids,70,.,
230,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sel du Croisic,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,145,Muids,50,.,
231,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sel du Croisic,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,12,Muids,30,.,
232,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sel du Croisic,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,30,Muids,20,.,
233,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Savon,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,350,Livres,"0,36",.,
234,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Salemporis blanc,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,880,Pièces,17,.,
235,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Sanas,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,10,Pièces,20,.,
236,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Soucis,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1228,Pièces,28,.,
237,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Satin uni,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,44,Pièces,100,.,
238,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Stinquerques brodées,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,160,Pièces,7,.,
239,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Soye tanis,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,881,Livres,10,.,
240,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Thé divers,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,88217,Livres,"5,125",.,
241,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Toile de Bretagne,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,150,Livres,4,.,
242,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Tafetas,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,25,Pièces,200,.,
243,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Tapis courtepointes de toile peinte,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,83,Pièces,40,.,
244,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Toilette brodée en soye,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,Nombres,.,.,pas de valeur unitaire
245,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Vin Nantois,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,11,Tonneaux,120,.,
246,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Vin d'amont,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,7,Tonneaux,230,.,
247,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Vin de Bordeaux,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,1,Tierçon,300,.,
248,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Vert de gris,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,425,Livres,14,.,
249,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Vestes courtepointes et jupes de toile peinte,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,11,Pièces,30,.,
250,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,5,1740,Export,Vestes brodée en soye,Nantes,Nord qui comprend les villes anseatiques et la moscovie ,2,Nombres,15,.,
251,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Caffé des Isles,Nantes,Dannemark,960,Livres,"0,55",.,
252,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Eau de vie,Nantes,Dannemark,258,Bariques,120,.,
253,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Eau de la reine de Hongrie,Nantes,Dannemark,50,Livres,"2,5",.,
254,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Indigo,Nantes,Dannemark,30,Livres,"4,25",.,
255,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Noix,Nantes,Dannemark,200,Milliers,"1,75",.,
256,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Pruneaux de St Catherine,Nantes,Dannemark,110,Livres,"0,4",.,
257,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sel de Bourgneuf,Nantes,Dannemark,40,Charges,88,.,
258,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sel du Croisic,Nantes,Dannemark,127,Muids,50,.,
259,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sucre Blanc,Nantes,Dannemark,1225,Livres,"0,46125",.,il est indiqué 60 livres le millier
260,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sucre terré,Nantes,Dannemark,700,Livres,"0,365",.,
261,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sucre brut,Nantes,Dannemark,25,Livres,"0,225",.,
262,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sirop de sucre,Nantes,Dannemark,3525,Livres,"0,07525",.,
263,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Thé divers,Nantes,Dannemark,14775,Livres,"5,125",.,
264,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Vin de Bordeaux,Nantes,Dannemark,"1,75",Tonneaux,300,.,
265,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Vin de Bordeaux,Nantes,Dannemark,1,Tierçon,60,.,
266,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Vinaigre,Nantes,Dannemark,12,Quarts,14,.,estimation 30 livres pour les 2 paquets
267,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Eau de vie,Nantes,Suède,"50,25",Bariques,120,.,
268,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Gingembre,Nantes,Suède,300,Livres,"0,1375",.,
269,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Indigo,Nantes,Suède,1280,Livres,"4,25",.,
270,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Mercerie,Nantes,Suède,80,Livres,2,.,
271,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Marmites de fer,Nantes,Suède,210,Nombres,2,.,
272,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sucre terré,Nantes,Suède,76000,Livres,"0,365",.,
273,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sel du Croisic,Nantes,Suède,"352,5",Muids,50,.,
274,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Sel du Croisic,Nantes,Suède,48,Muids,30,.,
275,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Soyerie,Nantes,Suède,3,Livres,40,.,il est indiqué 67 livres et 10 sols pour les 3/4
276,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Toile de Bretagne,Nantes,Suède,100,Livres,4,.,
277,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Vin Nantois,Nantes,Suède,"1,25",Tonneaux,120,.,
278,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Vin d'amont,Nantes,Suède,"0,5",Tonneaux,230,.,
279,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Arains,Nantes,Espagne,50,Pièces,28,.,
280,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Armoisin,Nantes,Espagne,143,Pièces,"29,25",.,
281,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Enclumes de fer,Nantes,Espagne,180,Livres,"0,25",.,il est indiqué 6 pièces l'un dans l'autre
282,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Boeuf salé,Nantes,Espagne,230,Livres,"0,16",.,
283,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Beurre,Nantes,Espagne,210,Livres,"0,35",.,
284,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bougie de table,Nantes,Espagne,285,Livres,"1,75",.,
285,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bonneterie de laine,Nantes,Espagne,108,Livres,10,.,
286,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bougran,Nantes,Espagne,1600,Livres,6,.,
287,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bouteilles de verre,Nantes,Espagne,400,Nombres,"0,2",.,
288,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bois de Campêche,Nantes,Espagne,800,Livres,"0,115",.,
289,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bois de Brezil,Nantes,Espagne,5000,Livres,"0,5",.,
290,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Bois de Fernambourg,Nantes,Espagne,16000,Livres,"0,5",.,
291,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Confitures,Nantes,Espagne,30,Livres,"0,6",.,
292,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Cacao,Nantes,Espagne,63300,Livres,"1,3",.,
293,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Couperose,Nantes,Espagne,700,Livres,"0,07",.,
294,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Cire blanche,Nantes,Espagne,1230,Livres,"1,5",.,
295,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,6,1740,Export,Cire jaune,Nantes,Espagne,8891,Livres,"1,25",.,
296,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Chandelle,Nantes,Espagne,4660,Livres,"0,5",.,
297,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Camelot,Nantes,Espagne,900,Aunes,6,.,
298,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Casses,Nantes,Espagne,6,Pièces,50,.,
299,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Caladaris,Nantes,Espagne,60,Pièces,18,.,
300,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Chuquelas,Nantes,Espagne,302,Pièces,18,.,
301,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Circaka,Nantes,Espagne,225,Pièces,45,.,
302,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Chitte,Nantes,Espagne,30,Pièces,61,.,
303,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Chalbas,Nantes,Espagne,185,Pièces,"19,5",.,
304,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Cotton filé,Nantes,Espagne,290,Livres,"19,5",.,
305,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Cordages,Nantes,Espagne,14000,Livres,"0,25",.,
306,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Cuir de vache tanné,Nantes,Espagne,1670,Livres,"0,5",.,
307,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Cuir de vache corroyé,Nantes,Espagne,3000,Livres,"0,5",.,
308,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Cuir de vache en croute,Nantes,Espagne,42200,Livres,"0,5",.,
309,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Cabarets,Nantes,Espagne,2,Nombres,4,.,
310,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Chaises de paille,Nantes,Espagne,"5,5",Douzaines,12,.,
311,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Drap d'Elboeuf ,Nantes,Espagne,826,Aunes,15,.,
312,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Drap commun,Nantes,Espagne,70,Aunes,9,.,
313,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Damas,Nantes,Espagne,184,Pièces,100,.,
314,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Dissouchay,Nantes,Espagne,100,Pièces,24,.,
315,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Eau de vie,Nantes,Espagne,"5,25",Bariques,120,.,
316,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Etamine de laine,Nantes,Espagne,9252,Aunes,2,.,
317,Loïc,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Export,Elatchas,Nantes,Espagne,76,Pièces,18,.,
