exportsimports,direction,pays_grouping,marchandises_simplification,quantity_unit_ortho,quantity_unit_ajustees,u_conv,q_conv,remarques
Imports,Marseille,Outre-mers,harengs blancs,barils,,,,
Imports,Nantes,Espagne,harengs blancs,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,harengs blancs,barils,,,,
Imports,Nantes,Hollande,harengs blancs,barils,,,,
Imports,Nantes,Nord,harengs blancs,barils,,,,
Imports,Nantes,Outre-mers,harengs blancs,barils,,,,
Imports,Rennes,Angleterre,harengs blancs,barils,,,,
Imports,Rennes,Hollande,harengs blancs,barils,,,,
Imports,Rennes,Nord,harengs blancs,barils,,,,
Imports,Rouen,Angleterre,harengs blancs,barils,,,,
Imports,Rouen,Hollande,harengs blancs,barils,,,,
Imports,Marseille,Italie,harengs cade,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Imports,Marseille,Italie,harengs cades,barils,,,,
Exports,Marseille,Espagne,harengs fumé,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Exports,Marseille,Espagne,harengs fumés,barils,,,,
Exports,Marseille,Italie,harengs fumés,barils,,,,
Exports,Marseille,Levant et Barbarie,harengs fumés,barils,,,,
Imports,Marseille,Angleterre,harengs fumés,barils,,,,
Imports,Marseille,Espagne,harengs fumés,barils,,,,
Imports,Marseille,Hollande,harengs fumés,barils,,,,
Imports,Marseille,Italie,harengs fumés,barils,,,,
Imports,Marseille,Nord,harengs fumés,barils,,,,
Exports,Besancon,Suisse,harengs marinés et salés,barils,,,,
Exports,Amiens,France,harengs pecs,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Exports,Bordeaux,Colonies françaises,harengs salé,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Exports,Bordeaux,Outre-mers,harengs salés,barils,,,,
Exports,Marseille,Italie,harengs salés,barils,,,,
Exports,Rouen,Outre-mers,harengs salés,barils,,,,
Imports,Caen,Hollande,harengs salés,barils,,,,
Imports,La Rochelle,Nord,harengs salés,barils,,,,
Imports,Marseille,France,harengs salés,barils,,,,
Imports,Nantes,Hollande,harengs salés,barils,,,,
Imports,Rennes,Nord,harengs salés,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Imports,Rouen,Hollande,harengs salés,barils,,,,
Exports,,Espagne,harengs saurs,barils,,,,
Exports,,Outre-mers,harengs saurs,barils,,,,
Exports,,Suisse,harengs saurs,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Exports,Besancon,Italie,harengs saurs,barils,,,,
Exports,Besancon,Suisse,harengs saurs,barils,,,,
Exports,Bordeaux,Outre-mers,harengs saurs,barils,,,,
Exports,Châlons,Allemagne,harengs saurs,barils,,,,
Exports,Châlons,France,harengs saurs,barils,,,,
Exports,France,Outre-mers,harengs saurs,barils,,,,
Exports,La Rochelle,Outre-mers,harengs saurs,barils,,,,
Exports,Langres,Allemagne,harengs saurs,barils,,,,
Exports,Le Havre,Outre-mers,harengs saurs,barils,,,,
Exports,Marseille,Italie,harengs saurs,barils,,,,
Exports,Marseille,Levant et Barbarie,harengs saurs,barils,,,,
Exports,Montpellier,Hollande,harengs saurs,barils,,,,
Exports,Nantes,Outre-mers,harengs saurs,barils,,,,
Exports,Rennes,Angleterre,harengs saurs,barils,,,,
Exports,Rennes,Outre-mers,harengs saurs,barils,,,,
Exports,Rennes,Portugal,harengs saurs,barils,,,,
Exports,Rouen,Espagne,harengs saurs,barils,,,,
Exports,Rouen,Italie,harengs saurs,barils,,,,
Exports,Rouen,Outre-mers,harengs saurs,barils,,,,
Exports,Rouen,Portugal,harengs saurs,barils,,,,
Imports,,,harengs saurs,barils,,,,
Imports,,Angleterre,harengs saurs,barils,,,,
Imports,,Flandre et autres états de l'Empereur,harengs saurs,barils,,,,
Imports,,Hollande,harengs saurs,barils,,,,
Imports,,Nord,harengs saurs,barils,,,,
Imports,Amiens,Hollande,harengs saurs,barils,,,,
Imports,Bayonne,Hollande,harengs saurs,barils,,,,
Imports,Bordeaux,Angleterre,harengs saurs,barils,,,,
Imports,Bordeaux,Hollande,harengs saurs,barils,,,,
Imports,Bordeaux,Nord,harengs saurs,barils,,,,
Imports,La Rochelle,Angleterre,harengs saurs,barils,,,,
Imports,La Rochelle,Flandre et autres états de l'Empereur,harengs saurs,barils,,,,
Imports,La Rochelle,Hollande,harengs saurs,barils,,,,
Imports,Marseille,Angleterre,harengs saurs,barils,,,,
Imports,Marseille,Espagne,harengs saurs,barils,,,,
Imports,Marseille,Hollande,harengs saurs,barils,,,,
Imports,Marseille,Italie,harengs saurs,barils,,,,
Imports,Marseille,Nord,harengs saurs,barils,,,,
Imports,Montpellier,France,harengs saurs,barils,,,,
Imports,Montpellier,Hollande,harengs saurs,barils,,,,
Imports,Nantes,Hollande,harengs saurs,barils,,,,
Imports,Rennes,Angleterre,harengs saurs,barils,,,,
Imports,Rennes,Hollande,harengs saurs,barils,,,,
Imports,Rennes,Nord,harengs saurs,barils,,,,
Imports,Rouen,Angleterre,harengs saurs,barils,,,,
Imports,Rouen,Hollande,harengs saurs,barils,,,,
Exports,Bordeaux,Colonies françaises,harengs sec,barils,barils,pièces,1000,Savary page 1202 : les barils de harengs comprennent environ 1000 harengs
Exports,Bordeaux,Outre-mers,harengs secs,barils,,,,
Imports,Nantes,Nord,haricots marinés,barils,,,,
Exports,,Angleterre,herbes gaude,barils,,,,
Exports,,Hollande,herbes gaude,barils,,,,
Exports,,Nord,herbes gaude,barils,,,,
Exports,Rennes,Outre-mers,huile d'olive,barils,,,,
Imports,,Espagne,huile d'olive,barils,,,,
Imports,Rennes,Hollande,huile de baleine,barils,,,,
Imports,Bordeaux,Outre-mers,huile de copahu,barils,,,,
Imports,,Flandre et autres états de l'Empereur,huile de graine,barils,,,,
Imports,,Nord,huile de graine,barils,,,,
Imports,"Grenoble, Lyon et Marseille",Italie,huile de graine,barils,,,,
Imports,Rennes,Hollande,huile de graine,barils,,,,
Imports,Rouen,Flandre et autres états de l'Empereur,huile de graine,barils,,,,
Imports,Rouen,Hollande,huile de graine,barils,,,,
Imports,Rouen,Nord,huile de graine,barils,,,,
Imports,,Nord,huile de lin,barils,,,,
Imports,La Rochelle,Hollande,huile de lin,barils,,,,
Imports,Rennes,Hollande,huile de lin,barils,,,,
Imports,Rouen,Flandre et autres états de l'Empereur,huile de lin,barils,,,,
Imports,Rouen,Hollande,huile de lin,barils,,,,
Imports,Rouen,Nord,huile de lin,barils,,,,
Imports,Nantes,Nord,huile de morue,barils,,,,
Imports,Nantes,Outre-mers,huile de morue,barils,,,,
Exports,Nantes,Colonies françaises,huile de noix,barils,,,,
Exports,Nantes,Outre-mers,huile de noix,barils,,,,
Exports,Bayonne,Outre-mers,huile de poisson,barils,,,,
Imports,Bayonne,Outre-mers,huile de poisson,barils,,,,
Imports,La Rochelle,Angleterre,huile de poisson,barils,,,,
Imports,La Rochelle,Nord,huile de poisson,barils,,,,
Imports,Nantes,Espagne,huile de poisson,barils,,,,
Imports,Rennes,Angleterre,huile de poisson,barils,,,,
Imports,Rennes,Espagne,huile de poisson,barils,,,,
Imports,Rennes,Nord,huile de poisson,barils,,,,
Imports,Rouen,Angleterre,huile de rabette,barils,,,,
Exports,,Hollande,huîtres,barils,,,,
Exports,,Outre-mers,huîtres,barils,,,,
Exports,Caen,Angleterre,huîtres,barils,,,,
Exports,La Rochelle,Outre-mers,huîtres,barils,,,,
Exports,Nantes,Hollande,huîtres,barils,,,,
Exports,Nantes,Outre-mers,huîtres,barils,,,,
Exports,Rennes,Hollande,huîtres,barils,,,,
Exports,Rennes,Nord,huîtres,barils,,,,
Exports,Rennes,Outre-mers,huîtres,barils,,,,
Exports,Rouen,Angleterre,huîtres,barils,,,,
Exports,Rouen,Nord,huîtres,barils,,,,
Imports,Amiens,Angleterre,huîtres,barils,,,,
Imports,Amiens,Angleterre,huîtres fraîches,barils,,,,
Imports,Rouen,Angleterre,huîtres fraîches,barils,,,,
Exports,Rouen,Colonies françaises,huîtres marines,barils,,,,
Exports,Rouen,Outre-mers,huîtres marines,barils,,,,
Exports,Bordeaux,Colonies françaises,huîtres à la daube,barils,,,,
Exports,Bordeaux,Outre-mers,huîtres à la daube,barils,,,,
Exports,Rennes,Angleterre,huîtres à la daube,barils,,,,
Exports,Rennes,Hollande,huîtres à la daube,barils,,,,
Exports,Rennes,Nord,huîtres à la daube,barils,,,,
Exports,Rennes,Outre-mers,huîtres à la daube,barils,,,,
Exports,Rennes,Portugal,huîtres à la daube,barils,,,,
Exports,La Rochelle,Colonies françaises,huîtres à la daube ou huîtres marinées,barils,,,,
Exports,La Rochelle,Outre-mers,huîtres à la daube ou marinée,barils,,,,
Imports,La Rochelle,Espagne,huîtres à mariner,barils,,,,
Imports,Nantes,Colonies françaises,igname,barils,,,,
Imports,Nantes,Outre-mers,igname,barils,,,,
Imports,,Hollande,inde fine,barils,,,,
Exports,Nantes,Nord,indigo,barils,,,,
Imports,Rennes,Outre-mers,indigo,barils,,,,
Exports,Rennes,Outre-mers,jambon,barils,,,,
Exports,Rouen,Colonies françaises,jambon,barils,,,,
Exports,Rouen,Outre-mers,jambon,barils,,,,
Imports,Rennes,Hollande,jambon,barils,,,,
Exports,Marseille,Italie,jarres,barils,,,,
Exports,Marseille,Levant et Barbarie,jarres,barils,,,,
Imports,Marseille,Italie,jarres,barils,,,,
Exports,Rennes,Angleterre,jarres de terre,barils,,,,
Exports,,Espagne,lamproie,barils,,,,
Exports,,Espagne,lamproies,barils,,,,
Exports,,Outre-mers,langues,barils,,,,
Exports,Nantes,Afrique,langues,barils,,,,
Exports,Nantes,Outre-mers,langues,barils,,,,
Exports,Rennes,Outre-mers,langues,barils,,,,
Imports,Nantes,Angleterre,langues,barils,,,,
Exports,Nantes,Outre-mers,langues de bœuf,barils,,,,
Exports,Rennes,Outre-mers,langues de bœuf,barils,,,,
Imports,La Rochelle,Angleterre,langues de bœuf,barils,,,,
Imports,Nantes,Angleterre,langues de bœuf,barils,,,,
Imports,Rennes,Angleterre,langues de bœuf,barils,,,,
Imports,Rouen,Angleterre,langues de bœuf,barils,,,,
Exports,Bayonne,Colonies françaises,langues de bœuf salée,barils,,,,
Exports,Bayonne,Outre-mers,langues de bœuf salées,barils,,,,
Exports,Bordeaux,Outre-mers,langues de bœuf salées,barils,,,,
Exports,Nantes,Outre-mers,langues de bœuf salées,barils,,,,
Imports,La Rochelle,Angleterre,langues de bœuf salées,barils,,,,
Imports,Bordeaux,Hollande,langues de cabillaud,barils,,,,
Exports,La Rochelle,Hollande,langues de morue,barils,,,,
Imports,Bordeaux,Angleterre,langues de morue,barils,,,,
Imports,Bordeaux,Hollande,langues de morue,barils,,,,
Imports,Rouen,Colonies françaises,langues de morue,barils,,,,
Imports,Rouen,Outre-mers,langues de morue,barils,,,,
Imports,Bordeaux,Hollande,langues et noix de morue,barils,,,,
Imports,Rennes,Outre-mers,langues et noves,barils,,,,
Imports,,Outre-mers,langues et noves de morue,barils,,,,
Imports,Rennes,Outre-mers,langues et noves de morue,barils,,,,
Imports,Rouen,Outre-mers,langues et noves de morue,barils,,,,
Exports,Bordeaux,Colonies françaises,langues fumées,barils,,,,
Exports,Bordeaux,Outre-mers,langues fumées,barils,,,,
Exports,Bayonne,Outre-mers,langues salées,barils,,,,
Exports,La Rochelle,Outre-mers,langues salées,barils,,,,
Exports,Nantes,Outre-mers,langues salées,barils,,,,
Exports,Rennes,Outre-mers,langues salées,barils,,,,
Imports,La Rochelle,Angleterre,langues salées,barils,,,,
Imports,Nantes,Angleterre,langues salées,barils,,,,
Imports,Rennes,Angleterre,langues salées,barils,,,,
Exports,Bayonne,Outre-mers,lard,barils,,,,
Exports,La Rochelle,Outre-mers,lard,barils,,,,
Exports,Nantes,Colonies françaises,lard,barils,,,,
Exports,Nantes,Espagne,lard,barils,,,,
Exports,Nantes,Hollande,lard,barils,,,,
Exports,Nantes,Outre-mers,lard,barils,,,,
Exports,Rennes,Outre-mers,lard,barils,,,,
Exports,Rouen,Outre-mers,lard,barils,,,,
Imports,,Nord,lard,barils,,,,
Imports,La Rochelle,Angleterre,lard,barils,,,,
Imports,Nantes,Angleterre,lard,barils,,,,
Imports,Rennes,Angleterre,lard,barils,,,,
Imports,Rennes,Espagne,lard,barils,,,,
Imports,Rennes,Hollande,lard,barils,,,,
Imports,Rennes,Italie,lard,barils,,,,
Imports,Rennes,Nord,lard,barils,,,,
Imports,Rouen,Angleterre,lard,barils,,,,
Exports,Rennes,Outre-mers,lard grillé,barils,,,,
Exports,La Rochelle,Colonies françaises,lard salé,barils,,,,
Exports,La Rochelle,Outre-mers,lard salé,barils,,,,
Exports,Rouen,Outre-mers,lard salé,barils,,,,
Imports,Lorient,Angleterre,lard salé,barils,,,,
Imports,Lorient,États-Unis d'Amérique,lard salé,barils,,,,
Imports,Rouen,Angleterre,lard salé,barils,,,,
Imports,Rennes,Hollande,ligne à pêcher,barils,,,,
Imports,Rennes,Hollande,lignes à pêcher,barils,,,,
Imports,Rennes,Hollande,limes de fer,barils,,,,
Imports,Nantes,Nord,lin cru,barils,,,,
Exports,Marseille,Colonies françaises,linge de table,barils,,,,
Exports,Marseille,Outre-mers,linge de table,barils,,,,
Exports,,Outre-mers,liqueurs,barils,,,,
Exports,Rennes,Outre-mers,liqueurs,barils,,,,
Exports,Rouen,Hollande,liqueurs,barils,,,,
Imports,Bayonne,Outre-mers,liqueurs,barils,,,,
Imports,La Rochelle,Colonies françaises,liqueurs,barils,,,,
Imports,La Rochelle,Outre-mers,liqueurs,barils,,,,
Imports,Rennes,Portugal,liqueurs,barils,,,,
Exports,La Rochelle,Colonies françaises,liqueurs à boire,barils,,,,
Exports,La Rochelle,Outre-mers,liqueurs à boire,barils,,,,
Imports,Marseille,Italie,liqueurs à boire,barils,,,,
Exports,Rennes,États-Unis d'Amérique,liège en bouchons,barils,,,,
Imports,Nantes,Nord,luspeck,barils,,,,
Exports,Nantes,Colonies françaises,légumes,barils,,,,
Exports,Nantes,Outre-mers,légumes,barils,,,,
Exports,Rennes,Outre-mers,légumes,barils,,,,
Imports,,Nord,légumes,barils,,,,
Imports,,Nord,maquereau,barils,,,,
Exports,,Outre-mers,maquereaux,barils,,,,
Exports,Bordeaux,Outre-mers,maquereaux,barils,,,,
Exports,Châlons,Allemagne,maquereaux,barils,,,,
Exports,Rouen,Outre-mers,maquereaux,barils,,,,
Imports,,Nord,maquereaux,barils,,,,
Imports,Bordeaux,Hollande,maquereaux,barils,,,,
Imports,La Rochelle,Nord,maquereaux,barils,,,,
Imports,Nantes,Nord,maquereaux,barils,,,,
Imports,Rouen,Nord,maquereaux,barils,,,,
Exports,,Colonies françaises,maquereaux salés,barils,,,,
Exports,,Outre-mers,maquereaux salés,barils,,,,
Exports,Nantes,Outre-mers,maquereaux salés,barils,,,,
Exports,Rennes,Outre-mers,maquereaux salés,barils,,,,
Exports,Rouen,Outre-mers,maquereaux salés,barils,,,,
Imports,La Rochelle,Nord,maquereaux salés,barils,,,,
Imports,La Rochelle,Outre-mers,maquereaux salés,barils,,,,
Imports,Rennes,Angleterre,maquereaux salés,barils,,,,
Imports,Rennes,Nord,maquereaux salés,barils,,,,
Exports,Marseille,Italie,maquet,barils,,,,
Imports,Marseille,Espagne,maquet,barils,,,,
Imports,Marseille,Italie,maquet,barils,,,,
Imports,Marseille,Italie,maquets,barils,,,,
Exports,Rennes,Outre-mers,marinouttes,barils,,,,
Imports,Rennes,Hollande,mercerie,barils,,,,
Imports,,Nord,mercure,barils,,,,
Imports,Nantes,Espagne,mercure,barils,,,,
Imports,Rennes,Hollande,mercure,barils,,,,
Imports,Rennes,Nord,mercure,barils,,,,
Exports,Nantes,Colonies françaises,meules à aiguiser,barils,,,,
Exports,Nantes,Outre-mers,meules à aiguiser,barils,,,,
Exports,Bourgogne,Allemagne,miel,barils,,,,
Exports,Bourgogne,Allemagne et Pologne (par terre),miel,barils,,,,
Exports,Marseille,Italie,miel,barils,,,,
Exports,Rennes,Hollande,miel,barils,,,,
Imports,La Rochelle,Hollande,mine de plomb,barils,,,,
Imports,Rennes,Hollande,mine de plomb,barils,,,,
Exports,Amiens,Suisse,morue,barils,,,,
Exports,Langres,Allemagne,morue,barils,,,,
Imports,Caen,Hollande,morue,barils,,,,
Imports,,,morue de Hollande,barils,,,,
Imports,,Colonies françaises,morue note alang,barils,,,,
Imports,,Outre-mers,morue note alang,barils,,,,
Exports,Rouen,Colonies françaises,morue salée,barils,,,,
Exports,Rouen,Outre-mers,morue salée,barils,,,,
Exports,Bordeaux,Colonies françaises,morue sèche,barils,,,,
Exports,Bordeaux,Outre-mers,morue sèche,barils,,,,
Imports,,Nord,morue séchée,barils,,,,
Imports,,Outre-mers,morue tête,barils,,,,
Exports,,Suisse,morue verte,barils,,,,
Exports,Châlons,Allemagne,morue verte,barils,,,,
Exports,Rouen,Espagne,morue verte,barils,,,,
Exports,Rouen,Nord,morue verte,barils,,,,
Imports,,Nord,morue verte,barils,,,,
Imports,Amiens,Hollande,morue verte,barils,,,,
Imports,Bordeaux,Hollande,morue verte,barils,,,,
Imports,Bordeaux,Nord,morue verte,barils,,,,
Imports,Caen,Hollande,morue verte,barils,,,,
Imports,Charleville,Allemagne,morue verte,barils,,,,
Imports,La Rochelle,Hollande,morue verte,barils,,,,
Imports,La Rochelle,Nord,morue verte,barils,,,,
Imports,Marseille,Hollande,morue verte,barils,,,,
Imports,Marseille,Nord,morue verte,barils,,,,
Imports,Nantes,Hollande,morue verte,barils,,,,
Imports,Rennes,Angleterre,morue verte,barils,,,,
Imports,Rennes,Hollande,morue verte,barils,,,,
Imports,Rennes,Nord,morue verte,barils,,,,
Imports,Rennes,Outre-mers,morue verte,barils,,,,
Imports,Rouen,Hollande,morue verte,barils,,,,
Imports,La Rochelle,Hollande,muscades,barils,,,,
Imports,La Rochelle,Hollande,nattes d'emballage,barils,,,,
Exports,Rouen,Angleterre,navet,barils,,,,
Exports,Rouen,Angleterre,navets,barils,,,,
Exports,Rouen,Hollande,navets,barils,,,,
Exports,Rouen,Nord,navets,barils,,,,
Imports,Bayonne,Nord,noir,barils,,,,
Exports,Bayonne,Espagne,noir de fumée,barils,,,,
Exports,Bayonne,Outre-mers,noir de fumée,barils,,,,
Exports,Nantes,Outre-mers,noir de fumée,barils,,,,
Exports,Rennes,Angleterre,noir de fumée,barils,,,,
Exports,Rouen,Outre-mers,noir de fumée,barils,,,,
Imports,Bayonne,Hollande,noir de fumée,barils,,,,
Imports,Bayonne,Nord,noir de fumée,barils,,,,
Imports,Bordeaux,Angleterre,noir de fumée,barils,,,,
Imports,Bordeaux,Hollande,noir de fumée,barils,,,,
Imports,Bordeaux,Nord,noir de fumée,barils,,,,
Imports,La Rochelle,Hollande,noir de fumée,barils,,,,
Imports,La Rochelle,Nord,noir de fumée,barils,,,,
Imports,Marseille,Hollande,noir de fumée,barils,,,,
Imports,Nantes,Allemagne,noir de fumée,barils,,,,
Imports,Nantes,Hollande,noir de fumée,barils,,,,
Imports,Nantes,Nord,noir de fumée,barils,,,,
Imports,Rennes,Angleterre,noir de fumée,barils,,,,
Imports,Rennes,Hollande,noir de fumée,barils,,,,
Exports,Rennes,Angleterre,noir pour noircir,barils,,,,
Imports,La Rochelle,Hollande,noir pour noircir,barils,,,,
Imports,La Rochelle,Nord,noir pour noircir,barils,,,,
Imports,Nantes,Hollande,noir pour noircir,barils,,,,
Imports,Rennes,Hollande,noir pour noircir,barils,,,,
Imports,Rouen,Hollande,noir pour noircir,barils,,,,
Exports,Rennes,Angleterre,noir à noircir,barils,,,,
Imports,Nantes,Espagne,noisette,barils,,,,
Imports,Nantes,Espagne,noisettes,barils,,,,
Exports,Rouen,Colonies françaises,nots de morue,barils,,,,
Imports,,Colonies françaises,nots et langues de morue,barils,,,,
Exports,Rouen,Outre-mers,noves de morue,barils,,,,
Exports,Châlons,Allemagne,ocre,barils,,,,
Exports,La Rochelle,Outre-mers,ocre,barils,,,,
Exports,Nantes,Hollande,ocre,barils,,,,
Exports,Nantes,Outre-mers,ocre,barils,,,,
Exports,Rennes,Outre-mers,ocre,barils,,,,
Exports,Rouen,Hollande,ocre,barils,,,,
Exports,Rouen,Nord,ocre,barils,,,,
Imports,Caen,Hollande,ocre,barils,,,,
Imports,Charleville,Allemagne,ocre,barils,,,,
Imports,La Rochelle,Hollande,ocre,barils,,,,
Imports,Nantes,Nord,ocre,barils,,,,
Imports,Rennes,Hollande,ocre,barils,,,,
Imports,Rouen,Espagne,ocre,barils,,,,
Imports,Rouen,Flandre et autres états de l'Empereur,ocre,barils,,,,
Imports,Rouen,Hollande,ocre,barils,,,,
Exports,Bourgogne,Suisse,ocre jaune,barils,,,,
Exports,Rouen,Hollande,ocre jaune,barils,,,,
Imports,Rouen,Hollande,ocre jaune,barils,,,,
Imports,Charleville,Allemagne,ocre rouge,barils,,,,
Imports,Rennes,Hollande,ocre rouge,barils,,,,
Imports,Rouen,Espagne,ocre rouge,barils,,,,
Imports,Rouen,Flandre et autres états de l'Empereur,ocre rouge,barils,,,,
Imports,Rouen,Hollande,ocre rouge,barils,,,,
Exports,,Divers,olives,barils,,,,
Exports,Bordeaux,Colonies françaises,olives,barils,,,,
Exports,Bordeaux,Hollande,olives,barils,,,,
Exports,Bordeaux,Outre-mers,olives,barils,,,,
Exports,La Rochelle,Angleterre,olives,barils,,,,
Exports,La Rochelle,Hollande,olives,barils,,,,
Exports,La Rochelle,Outre-mers,olives,barils,,,,
Exports,Marseille,Hollande,olives,barils,,,,
Exports,Nantes,Angleterre,olives,barils,,,,
Exports,Nantes,Hollande,olives,barils,,,,
Exports,Nantes,Nord,olives,barils,,,,
Exports,Rennes,Nord,olives,barils,,,,
Exports,Rennes,Outre-mers,olives,barils,,,,
Imports,Bayonne,Espagne,olives,barils,,,,
Imports,Bayonne,Hollande,olives,barils,,,,
Imports,Bordeaux,Espagne,olives,barils,,,,
Imports,Marseille,Espagne,olives,barils,,,,
Imports,Marseille,Italie,olives,barils,,,,
Imports,Nantes,Espagne,olives,barils,,,,
Imports,Rennes,Espagne,olives,barils,,,,
Imports,Rennes,Hollande,orge mondé,barils,,,,
Exports,Rennes,Outre-mers,outils,barils,,,,
Exports,Rennes,Outre-mers,ouvrages d'étain,barils,,,,
Imports,Rennes,Hollande,ouvrages d'étain,barils,,,,
Exports,Nantes,Afrique,ouvrages de fer à nègre,barils,,,,
Exports,Rennes,Hollande,papier d'enveloppe,barils,,,,
Exports,Rennes,Angleterre,passes,barils,,,,
Imports,Rennes,Espagne,passes,barils,,,,
Imports,Rennes,Espagne,patate,barils,,,,
Imports,Nantes,Espagne,patates,barils,,,,
Imports,Nantes,Outre-mers,patates,barils,,,,
Imports,Rennes,Espagne,patates,barils,,,,
Exports,,États-Unis d'Amérique,peintures,barils,,,,
Exports,Rennes,Outre-mers,peintures,barils,,,,
Exports,Rouen,Colonies françaises,peintures,barils,,,,
Exports,Rouen,Outre-mers,peintures,barils,,,,
Exports,Rennes,États-Unis d'Amérique,peintures apprêtées,barils,,,,
Imports,Rennes,Hollande,peintures jaunes,barils,,,,
Exports,Bayonne,Colonies françaises,petit salé,barils,,,,
Exports,Bayonne,Outre-mers,petit salé,barils,,,,
Exports,Rennes,Outre-mers,petit salé,barils,,,,
Imports,,Flandre et autres états de l'Empereur,piastres,barils,,,,
Imports,Rennes,Flandre et autres états de l'Empereur,piastres,barils,,,,
Exports,,Flandre et autres états de l'Empereur,pierres à faire chaux,barils,,,,
Exports,La Rochelle,Angleterre,pierres à fusils,barils,,,,
Exports,La Rochelle,Hollande,pierres à fusils,barils,,,,
Exports,Rennes,Outre-mers,pierres à fusils,barils,,,,
Imports,Rennes,Hollande,piment,barils,,,,
Exports,Rennes,Outre-mers,pipes à fumer,barils,,,,
Exports,Nantes,Portugal,plants d'asperge,barils,,,,
Exports,,Indes,plomb en grenaille,barils,,,,
Exports,,Outre-mers,plomb en grenaille,barils,,,,
Exports,Rennes,Outre-mers,plomb en grenaille,barils,,,,
Imports,Bordeaux,Outre-mers,plomb en grenaille,barils,,,,
Imports,Rennes,Nord,plomb en grenaille,barils,,,,
Exports,Marseille,Outre-mers,plâtre,barils,,,,
Imports,Marseille,Italie,plâtre,barils,,,,
Exports,Rennes,Outre-mers,poil,barils,,,,
Exports,Rouen,Angleterre,poires,barils,,,,
Exports,Rouen,Colonies françaises,pois,barils,,,,
Exports,Rouen,Outre-mers,pois,barils,,,,
Imports,Nantes,Flandre et autres états de l'Empereur,pois confits,barils,,,,
Imports,Bordeaux,Hollande,pois secs,barils,,,,
Imports,La Rochelle,Colonies françaises,pois secs,barils,,,,
Imports,La Rochelle,Outre-mers,pois secs,barils,,,,
Imports,Bordeaux,Hollande,pois vert,barils,,,,
Exports,Rennes,Outre-mers,pois verts,barils,,,,
Exports,Rouen,Outre-mers,pois verts,barils,,,,
Imports,Bordeaux,Hollande,pois verts,barils,,,,
Imports,La Rochelle,Outre-mers,pois verts,barils,,,,
Imports,Marseille,Italie,poisson,barils,,,,
Imports,Toulon,France,poisson anchois,barils,,,,
Imports,Toulon,Italie,poisson anchois,barils,,,,
Imports,,Colonies françaises,poisson de mer morue tête,barils,,,,
Imports,Toulon,Italie,poisson de mer salé,barils,,,,
Imports,,France,poisson de mer salé anchois,barils,,,,
Exports,,France,poisson de mer salé harengs blanc,barils,,,,
Imports,,Nord,poisson de mer salé morue,barils,,,,
Imports,,France,poisson de mer salé rogue de morue,barils,,,,
Imports,Marseille,Italie,poisson de mersalé sardine,barils,,,,
Exports,,Italie,poisson frais,barils,,,,
Exports,Marseille,Italie,poisson frais,barils,,,,
Exports,,Italie,poisson frit,barils,,,,
Exports,Marseille,Italie,poisson frit,barils,,,,
Imports,Marseille,Italie,poisson frit,barils,,,,
Exports,Marseille,Italie,poisson frit salé,barils,,,,
Exports,,Outre-mers,poisson salé,barils,,,,
Exports,Marseille,Italie,poisson salé,barils,,,,
Exports,Marseille,Levant et Barbarie,poisson salé,barils,,,,
Exports,Rouen,France,poisson salé,barils,,,,
Imports,,Hollande,poisson salé,barils,,,,
Imports,,Italie,poisson salé,barils,,,,
Imports,Bordeaux,Nord,poisson salé,barils,,,,
Imports,La Rochelle,Nord,poisson salé,barils,,,,
Imports,Marseille,Espagne,poisson salé,barils,,,,
Imports,Marseille,Italie,poisson salé,barils,,,,
Imports,Nantes,Nord,poisson salé maquereau,barils,,,,
Imports,Marseille,France,poisson salé mariné anchois,barils,,,,
Exports,Bordeaux,Afrique,poisson salé sardine,barils,,,,
Imports,Marseille,France,poisson sardine,barils,,,,
Imports,Rennes,Hollande,poivre,barils,,,,
Imports,Rennes,Nord,poix,barils,,,,
Exports,Flandre,Flandre et autres états de l'Empereur,poix résines,barils,,,,
Exports,Rouen,Angleterre,pommes,barils,,,,
Exports,Rouen,Espagne,pommes,barils,,,,
Exports,Rouen,Hollande,pommes,barils,,,,
Exports,Rouen,Outre-mers,pommes,barils,,,,
Exports,Rouen,Portugal,pommes,barils,,,,
Exports,Caen,Angleterre,pommes de rainettes,barils,,,,
Exports,Rouen,Portugal,pommes de rainettes,barils,,,,
Imports,La Rochelle,Hollande,pommes de terre,barils,,,,
Imports,Nantes,Angleterre,pommes de terre,barils,,,,
Exports,Châlons,Allemagne,pommes et poires,barils,,,,
Exports,Châlons,Allemagne et Pologne (par terre),pommes et poires,barils,,,,
Exports,,Italie,porcs salés,barils,,,,
Exports,Bayonne,Colonies françaises,porcs salés,barils,,,,
Exports,Bayonne,Outre-mers,porcs salés,barils,,,,
Imports,,États-Unis d'Amérique,porcs salés,barils,,,,
