quantity_unit,quantity_unit_ortho,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ortho
Douelles,douelles,1,185,717
douëlles,douelles,1,13,717
Douëlles,douelles,1,8,717
doüelles,douelles,1,38,717
Doüelles,douelles,1,27,717
douelless,douelles,1,2,717
Douemmes,douelles,1,1,717
Douilles,douelles,1,1,717
dourgs,dourgs,1,1,1
dousaines,,1,9,160059
douz,douzaine,1,23,10536
douzaine,douzaine,1,275,10536
Douzaine,douzaine,1,540,10536
douzaine de paires,douzaine de paires,1,2,78
Douzaine de paires,douzaine de paires,1,3,78
Douzaine de pairres,douzaine de paires,1,1,78
douzaines,douzaine,1,6626,10536
Douzaines,douzaine,1,3072,10536
Douzaines bonnets,douzaine bonnets,1,1,1
douzaines d'assiettes,,1,1,160059
Douzaines de bas,douzaine de bas,1,2,2
Douzaines de boëtes,douzaine de boëtes,1,1,1
douzaines de fiole,douzaine de fiole,1,1,2
douzaines de fioles,,1,1,160059
Douzaines de fiolles,douzaine de fiole,1,1,2
Douzaines de mouchoirs,douzaine de mouchoirs,1,1,1
douzaines de pains,douzaine de pains,1,1,1
douzaines de paires,douzaine de paires,1,32,78
Douzaines de paires,douzaine de paires,1,37,78
Douzaines de Paires,douzaine de paires,1,3,78
Douzaines de peaux,douzaine de peaux,1,1,1
douzaines de play,douzaine de plats,1,1,1
douzaines de pots,douzaine de pots,1,1,1
douzaines de tasses,douzaine de tasses,1,6,6
Douzaines grands,douzaine grands,1,1,1
douzaines ordinaires,,1,1,160059
Douzaines petits,douzaine petits,1,1,1
douze flans,,1,1,160059
Draps,draps,1,1,1
draps de lit,draps de lit,1,1,1
Droits,droits,1,13,13
drugnes,drugnes,1,1,1
duttes,juttes,1,1,1
E',en nombre,1,1,18392
echeveaux,écheaveaux,1,1,1
ecuelles,écuelles,1,2,2
emines,émines,1,4,5
Emines,émines,1,1,5
en,en,1,2,3
En,en,1,1,3
en 5,en nombre,1,1,18392
en argent,en argent,1,1,1
en Bouteille,en bouteille,1,2,2
en Centaine,en centaine,1,1,1
en feuilles,en feuilles,1,1,1
en milliers,en milliers,1,2,2
en nombre,en nombre,1,15309,18392
En nombre,en nombre,1,2839,18392
EN nombre,en nombre,1,1,18392
en nombres,en nombre,1,239,18392
en pièces,en pièces,1,3,3
en valeur,en valeur,1,19,19
Encres,encres,1,1,1
entier,entiers,1,1,2
Entiers,entiers,1,1,2
epinettes,épinettes,1,2,2
esstimées,,1,3,160059
estiée,estimé,1,1,362
estimation,estimation,1,6,8
Estimation,estimation,1,2,8
estimé,estimé,1,52,362
Estimé,estimé,1,17,362
estimée,estimé,1,42,362
Estimée,estimé,1,5,362
estimées,estimé,1,125,362
Estimées,estimé,1,35,362
estimer,estimé,1,1,362
estimes,estimé,1,1,362
estimés,estimé,1,68,362
Estimés,estimé,1,12,362
Estimez,estimé,1,1,362
estuimées,estimé,1,1,362
esturgeons,esturgeons,1,2,2
facon,flacon,1,1,175
facs,facs,1,1,1
Fagot,,1,1,160059
fagots,fagots,1,8,10
Fagots,fagots,1,2,10
fais,faix,1,2,267
Fais,faix,1,1,267
faix,faix,1,198,267
Faix,faix,1,65,267
FAIX,,1,1,160059
fanegues,fanègues,1,21,27
faneques,fanègues,1,2,27
fanèques,fanègues,1,1,27
Fanigues,fanègues,1,1,27
fannegues,fanègues,1,1,27
fanons,fanons,1,6,6
fanques,fanègues,1,1,27
faqunir,frequins,1,1,1
fardeaux,fardeaux,1,1,1
fartraux,fartraux,1,1,1
fauteuils,fauteuils,1,3,3
FAUX,fau,1,1,1
feittots?,feittots,1,1,1
feix,,1,1,160059
fermier,services,0,0,0
ferquins,ferquins,1,1,1
fers,fers,1,1,2
Fers,fers,1,1,2
fervices,services,0,0,0
fés,fés,1,1,1
feuillards,,1,1,160059
Feuillards,feuillards,1,1,1
Feuille,feuille,1,4,169
feuilles,feuille,1,109,169
Feuilles,feuille,1,46,169
Feuïlles,feuille,1,1,169
feüilles,feuille,1,4,169
Feüilles,feuille,1,4,169
feuilles doubles,feuille double,1,1,1
feuilles simples,feuille simple,1,2,2
feuillet,feuillet,1,2,5
Feuilletes,,1,1,160059
Feuillets,feuillet,1,1,5
Feüillets,feuillet,1,2,5
Feuillette,feuillette,1,1,8
feuillettes,feuillette,1,7,8
fez,fez,1,2,3
Fez,fez,1,1,3
Fils,,1,1,160059
fiole,fiole,1,1,54
Fiole,,1,2,160059
fioles,fiole,1,16,54
Fioles,fiole,1,12,54
fiolle,,1,1,160059
Fiolle,,1,1,160059
fiolles,fiole,1,6,54
Fiolles,fiole,1,16,54
fiottes,fiole,1,3,54
flacon,flacon,1,7,175
Flacon,flacon,1,6,175
flacons,flacon,1,90,175
Flacons,flacon,1,71,175
fleau,fléau,1,1,1
fleuilles,feuille,1,1,169
fluttes,flûtes,1,2,5
Fluttes,flûtes,1,3,5
foncailles,fonçailles,1,2,8
Foncailles,fonçailles,1,4,8
Fonçailles,fonçailles,1,2,8
Fontaine,fontaine,1,1,1
fourneaux,fourneaux,1,1,2
Fourneaux,fourneaux,1,1,2
Fourniture,fournitures,1,28,105
fournitures,fournitures,1,44,105
Fournitures,fournitures,1,33,105
fours,fours,1,4,6
Fours,fours,1,2,6
Fourures,fourrures,1,1,1
francs,francs,1,77,102
Francs,francs,1,25,102
fraques ?????,,1,1,160059
frequier,frequier,1,1,5
frequiers,frequier,1,2,5
fréquiers,frequier,1,1,5
frequies,frequier,1,1,5
frequin,frequin,1,1,46
fréquin,frequin,1,1,46
frequins,frequin,1,30,46
Frequins,frequin,1,7,46
fréquins,frequin,1,6,46
frequiur,frequin,1,1,46
Fres,fres,1,1,1
Fromages,fromages,1,1,1
funnes,fannes,1,1,1
fusils,fusils,1,20,23
Fusils,fusils,1,3,23
Fusils de traite,fusils de traite,1,1,1
futaille,futailles,1,1,51
Futaille,,1,2,160059
Futaille de 800 livres,futaille de 800 livres,0,0,0
futailles,futailles,1,40,51
Futailles,futailles,1,10,51
futailles 500 L,futailles de 500 L,1,1,1
futs,futs,1,1,2
fûts,futs,1,1,2
garbes,garbes,1,1,1
Garde feux,garde feux,1,1,1
Garniture,garnitures,1,5,41
garnitures,garnitures,1,21,41
Garnitures,garnitures,1,15,41
génisses,génisses,1,7,7
gennes ?,,1,1,160059
gerbes,gerbes,1,2,2
gets,jets,1,2,13
Gets,jets,1,1,13
Ggoblets,gobelets,1,1,5
Girofle,girofle,0,0,0
gobelets,gobelets,1,3,5
Goblets,gobelets,1,1,5
gommes,gommes,1,2,7
Gommes,gommes,1,5,7
gones,gonnes,1,1,29
Gonne,gonnes,1,5,29
gonnes,gonnes,1,17,29
Gonnes,gonnes,1,5,29
Gosses,grosses,1,1,1321
gounes ?,gonnes,1,1,29
Gousses,gousses,1,1,1
Grains,,1,1,160059
gramme,gramme,1,105,110
Grammes,gramme,1,5,110
grand compte,,1,1,160059
grande,grande,1,1,11
grander,grande,1,1,11
grandes,grande,1,9,11
grandes caisses,grande caisse,1,3,3
Grandes pentes,grandes pentes,1,2,2
Grandes Pièces,grande pièce,1,1,1
grandeurs,grandeurs,1,1,1
grandeurs diverses,grandeurs diverses,1,1,1
grands,grands,1,6,6
grands pièces,grands pièces,1,1,1
greniers,grenier,1,1,5
Greniers,grenier,1,2,5
Grenies,grenier,1,1,5
Grennier,grenier,1,1,5
groffe,grosses,1,1,1321
Gros,gros,1,2,2
gros baril,baril gros,1,1,1
gros flacons,gros flacons,1,1,1
grose,grosses,1,1,1321
groses,grosses,1,15,1321
groses pieces,grosses pièces,1,1,1
grosse,grosses,1,30,1321
Grosse,grosses,1,42,1321
grosses,grosses,1,819,1321
Grosses,grosses,1,403,1321
grossés,grosses,1,1,1321
Grosses bariques,grosses barriques,1,4,6
Grosses barriques,grosses barriques,1,2,6
Grosses paires,grosses paires,1,1,1
Grosses pipes,grosses pipes,1,1,1
Grossess,grosses,1,8,1321
grosseur,grosseur,1,2,2
grots,pots,1,1,1507
guindeau,guindeau,1,1,1
habits,habits,1,1,1
haches,haches,1,1,1
halles,halles,1,1,1
hambonoy,hambourg,1,1,13
hambourg,hambourg,1,1,13
Hambourg,hambourg,1,3,13
hambourges,hambourg,1,1,13
hambourgs,hambourg,1,4,13
Hambourgs,hambourg,1,3,13
Hambourss,,1,1,160059
harpe,harpe,1,1,1
hectogrammes,hectogrammes,1,18,18
hectolitre,hectolitres,1,12,909
hectolitres,hectolitres,1,804,909
Hectolitres,hectolitres,1,93,909
horloges,horloges,1,1,1
Houlle,,1,1,160059
huitième,,1,1,160059
huitièmes,huitièmes,1,1,1
huitres,huitres,1,1,1
hume,hume,1,1,1
inerastée,incrustée d'or,1,1,1
iss?,issarions,1,1,2
issarions,issarions,1,1,2
jarres,jarres,1,6,8
Jarres,jarres,1,2,8
Jates,jattes,1,1,4
jattes,jattes,1,3,4
Jet,,1,1,160059
jets,jets,1,5,13
Jets,jets,1,3,13
jetz,jets,1,2,13
Jeu,jeux,1,2,7
jeux,jeux,1,3,7
Jeux,jeux,1,2,7
Jonquille,,1,1,160059
juments,juments,1,10,10
Juppe,jupes,1,1,1
justes,justes,1,2,2
jutes,jutes,1,5,16
Jutes,jutes,1,1,16
juttes,jutes,1,10,16
kg,kilogrammes,1,4504,12057
Kilo,kilogrammes,1,2121,12057
kilogramme,kilogrammes,1,10,12057
kilogrammes,kilogrammes,1,5422,12057
kilogrammes de l'étranger,kilogrammes de l'étranger,1,11,11
kilogrammes des colonies françaises,kilogrammes des colonies françaises,1,1,1
L'aune,aune,1,1,1
laes,laest,1,3,12
laest,laest,1,3,12
laëst,laest,1,3,12
Laëst,laest,1,1,12
laësts,laest,1,2,12
lames,lames,1,1,1
lames d'épées,lames d'épées,1,1,1
lase,last,1,1,22
last,last,1,20,22
Lastes,last,1,1,22
lats,lats,1,4,4
Latz,latz,1,3,3
le cent,le cent,1,31,32
Le cent,le cent,1,1,32
le mille,le mille,1,1,1
le pied cube,le pied cube,1,8,8
le reste,le reste,1,3,3
les 180 livres,les 180 livres,1,9,9
lest,lest,1,2,2
leth,leths,1,1,47
leth*,leths,1,1,47
leths,leths,1,34,47
Leths,leths,1,4,47
lethz,leths,1,3,47
Lethz,leths,1,4,47
lets,lets,1,8,15
Lets,lets,1,7,15
letz,letz,1,14,21
Letz,letz,1,6,21
lez,letz,1,1,21
li,livres,1,1,233107
Liens,liens,1,2,2
liivres,livres,1,2,233107
Lingot,lingot,1,1,1
litre,litres,1,112,328
litres,litres,1,216,328
liuvres,,1,1,160059
livre,livres,1,1117,233107
Livre,livres,1,5277,233107
livres,livres,1,158443,233107
Livres,livres,1,68210,233107
LIvres,livres,1,50,233107
livres de bateau,livres de bateau,0,0,0
livres de hambourg,livres de hambourg,0,0,0
Livres en saumure,livres en saumure,1,1,1
livres en valeur,,1,2,160059
livres ou pieces,livres ou pièces,1,1,1
livres tournois,,1,131,160059
livres valeur,,1,5,160059
livres valeurs,,1,1,160059
livres vlauers,,1,1,160059
livrets,livrets,1,1,1
Livrres,livres,1,1,233107
lli,livres,1,1,233107
llivres,livres,1,1,233107
lmi,livres,1,1,233107
lmiliers,milliers,1,1,2294
loirdin,lordins,1,1,16
loirdins,lordins,1,11,16
Loirdins,lordins,1,1,16
lordins,lordins,1,3,16
lpiè,pièces,1,1,21845
lui,livres,1,1,233107
madirers,madriers,1,1,92
Madrier,madriers,1,6,92
madriers,madriers,1,57,92
Madriers,madriers,1,28,92
madures,madures,1,1,1
mailles,mailles,0,0,0
main,main,1,1,5
mains,main,1,2,5
Mains,main,1,2,5
male,malles,1,1,39
Male,malles,1,1,39
males,malles,1,5,39
Males,malles,1,2,39
malle,malles,1,3,39
Malle,,1,1,160059
malles,malles,1,20,39
Malles,malles,1,6,39
Manades,manades,1,1,2
Manches,manches,1,1,1
mandel,mandes,1,3,3
mane,mannes,1,3,58
manes,mannes,1,3,58
Manes,mannes,1,6,58
mannes,mannes,1,39,58
Mannes,mannes,1,7,58
marc,marcs,1,11,677
Marc,marcs,1,33,677
MARC,,1,1,160059
Marca,marcs,1,1,677
Marces,marcs,1,1,677
Marcqs,marcs,1,1,677
marcs,marcs,1,472,677
Marcs,marcs,1,157,677
marcs 6 onces,marcs 6 onces,0,0,0
marcs 7 onces,,1,1,160059
marcs de Paris,marcs de Paris,1,1,1
Mard,marcs,1,1,677
mare ?,,1,1,160059
mares,,1,2,160059
marmittes,,1,1,160059
maroquins,maroquins,1,14,14
martes,martes,1,4,4
mases,masses,1,1,53
masses,masses,1,46,53
Masses,masses,1,6,53
matreaux,matreaux,1,2,2
mats,mats,1,5,5
mats doubles,,1,1,160059
Meches,mèches,1,1,1
merrains,merrain,1,2,2
mesure,mesures,1,3,151
Mesure,mesures,1,2,151
mesurer,mesures,1,1,151
mesures,mesures,1,129,151
Mesures,mesures,1,16,151
mètre,mètre,1,32,122
mètres,mètre,1,90,122
meule,meules,1,1,9
meules,meules,1,4,9
Meules,meules,1,2,9
Meulles,meules,1,2,9
Migeres,migères,1,3,6
migères,migères,1,3,6
mil,milliers,1,3,2294
miliers,milliers,1,26,2294
Miliers,milliers,0,0,0
mille,mille,1,1,1
milleiers,,1,1,160059
milleroles,millerolles,1,1318,2180
Milleroles,millerolles,1,292,2180
Millerolle,,1,6,160059
millerolles,millerolles,1,318,2180
Millerolles,millerolles,1,251,2180
millers,milliers,1,4,2294
Millers,,1,3,160059
Milles,milliers,1,5,2294
millier,milliers,1,24,2294
Millier,milliers,1,179,2294
milliers,milliers,1,1311,2294
Milliers,milliers,1,736,2294
MIlliers,milliers,1,1,2294
milliers au grand compte,milliers au grand compte,1,92,92
Milliers de faix,milliers de faix,1,1,1
milliers en nombre,milliers en nombre,1,8,8
millleroles,millerolles,1,1,2180
millliers,milliers,1,1,2294
mils,,1,3,160059
mine,mines,1,1,47
mines,mines,1,23,47
Mines,mines,1,23,47
minotes,minots,1,1,22
minots,minots,1,14,22
Minots,minots,1,7,22
mli,milliers,1,2,2294
mogesne,moyenne,1,1,5
moitié,,1,1,160059
Molles,molles,1,1,1
mollus,mollus,1,24,24
monades,manades,1,1,2
monds,monds,1,37,37
mont,mont,1,1,61
monts,mont,1,37,61
Monts,mont,1,20,61
Monts ?,mont,1,3,61
morceaux,morceaux,1,11,14
morcEaux,morceaux,1,1,14
Morceaux,morceaux,1,2,14
mortiers,mortiers,1,4,5
Mortiers,mortiers,1,1,5
morues,morues,1,1,1
mottes,mottes,1,2,2
Mouchoirs,mouchoirs,1,1,1
moulu,,1,2,160059
moute,moutte,1,2,3
moutons,moutons,1,5,5
mouts,mouts,1,1,1
mouttes,moutte,1,1,3
movres,livres,1,1,233107
moyenes,moyenne,1,1,5
moyenne,moyenne,1,1,5
moyenne pièces,moyenne pièces,1,1,1
moyennes,moyenne,1,2,5
muid,muids,1,109,4488
Muid,muids,1,227,4488
muid de 120 livres,muid de 120 livres,1,8,8
"muid de 62,5 pintes","muid de 62,5 pintes",1,24,24
muides,,1,19,160059
muids,muids,1,3046,4488
Muids,muids,1,1105,4488
Muids + pintes,muids + pintes,0,0,0
Muids + Pintes,muids + pintes,0,0,0
Muids + pintes et bouteilles,muids + pintes et bouteilles,1,25,25
Muids + Septiers,muids + septiers,1,1,1
Muids + Septiers + Minots,muids + septiers + minots,1,4,4
Muids + Septiers + Minots + boisseau,muids + septiers + minots + boisseau,1,1,1
muids de genièvre,muids de genièvre,1,1,1
Muids de Paris,muids de Paris,1,6,6
muids du Poulinguen,,1,1,160059
muids en bouteilles,muids en bouteilles,1,3,3
muids encerclés,muids encerclés,1,3,3
Muids le demy,muids le demi,1,1,1
muids ordinaires,muids ordinaires,1,1,1
muidss,muids,1,1,4488
mules,,1,1,160059
mulets,mulets,1,2,11
Mulets,mulets,1,4,11
mulle,malles,1,1,39
mullets,mulets,1,5,11
mur,onces,1,1,169
napes,nappes,1,8,8
nattes,,1,2,160059
nicasses,niasses,1,1,1
Nom,en nombre,1,1,18392
Nomb re,nombre,1,1,9473
nombre,nombre,1,4326,9473
Nombre,nombre,1,4227,9473
nombres,nombre,1,34,9473
Nombres,nombre,1,885,9473
oedinaire,ordinaire,1,1,19
Once,onces,1,3,169
onces,onces,1,111,169
Onces,onces,1,54,169
onces estimées,onces estimées,1,1,1
ordinaire,ordinaire,1,1,19
ordinaires,ordinaire,1,16,19
ordinnaires,ordinaire,1,1,19
outres,outres,1,2,2
ouvrée,ouvrée,1,1,1
oxhoft,oxhoft,0,0,0
pacquet,paquets,1,2,421
Pacquet,paquets,1,9,421
pacquets,paquets,1,22,421
Pacquets,,1,2,160059
pacquets (de 1000),paquets de 1000,1,1,1
Pagats,pagats,0,0,0
Paguas,paguas,0,0,0
pains,pains,1,36,46
Pains,pains,1,10,46
pains par 100,pains par 100,0,0,0
pair,paires,1,2,2883
paire,paires,1,33,2883
Paire,paires,1,125,2883
paires,paires,1,1810,2883
Paires,paires,1,875,2883
Païres,paires,1,1,2883
paires petites,paires petites,1,1,1
pairs,paires,1,34,2883
Pairs,paires,1,2,2883
pales,poêles,1,1,1
palles,palles,1,1,1
palme,palme,1,2,2
palmes,palmes,1,2,2
Pamiers,paniers,1,5,321
panal,panal,1,1,1
Panal,pot,1,1,1
panaux,panaux,1,3,3
paneaux,panneaux,1,1,4
panicons,paniers,1,1,321
panier,paniers,1,12,321
Panier,paniers,1,13,321
panier de pistolets,panier de pistolets,1,1,1
paniers,paniers,1,220,321
Paniers,paniers,1,52,321
panneaux,panneaux,1,1,4
Panneaux,panneaux,1,2,4
pannier,paniers,1,1,321
Pannier,paniers,1,2,321
panniers,paniers,1,10,321
Panniers,paniers,1,5,321
pans,pans,1,8,9
Pans,pans,1,1,9
paque,paquets,1,2,421
paqué,paquets,1,1,421
paquet,paquets,1,17,421
Paquet,paquets,1,11,421
PAQUET,paquets,1,1,421
paquets,paquets,1,281,421
Paquets,paquets,1,75,421
Paquets 100 faix,paquets 100 faix,1,1,1
paquets estimés,paquets estimés,1,1,1
Par cube,par cube,1,1,1
parasols en nombre,parasols en nombre,1,18,18
pasqus,pasgas,1,1,1
Pattes,pattes,1,1,1
patz,patz,1,1,1
paumes,paumes,1,3,3
peau,peaux,1,1,397
Peau,peaux,1,1,397
peaux,peaux,1,275,397
Peaux,peaux,1,120,397
peintes,peintes,1,2,2
pelaux,pelaux,1,1,2
Pelaux,pelaux,1,1,2
pelotons,petoltons,1,1,1
pendules,pendules,1,4,7
Pendules,pendules,1,1,7
pendules de 8 livres,pendules de 8 livres,1,1,1
pendulle,pendules,1,1,7
pendulles,pendules,1,1,7
perches,perches,1,2,3
Perches,perches,1,1,3
pesant,,1,1,160059
pesant 180 livres,,1,1,160059
pesant 400 livres,,1,1,160059
Petit balot,petit ballot,1,1,1
petit baril,barils petits,1,3,51
Petit baril,barils petits,1,1,51
Petit sac,petit sac,1,1,1
petite,petits,1,3,30
petite caisse,petite caisse,1,1,1
petite pièces,petite pièces,1,1,1
petites,petits,1,9,30
Petites,petits,1,1,30
petites barils,barils petits,1,1,51
petites bouteilles,petites bouteilles,1,2,2
petites caisses,petites caisses,1,2,3
Petites caisses,petites caisses,1,1,3
Petites cruches,petites cruches,1,1,1
Petites pentes,,1,1,160059
petits,petits,1,16,30
Petits,petits,1,1,30
petits barils,barils petits,1,25,51
petits barrils,barils petits,1,2,51
Petits barrils,barils petits,1,4,51
pezam,pezant,1,1,3
Pezant,pezant,1,2,3
PI,pièces,1,1,21845
Piaires,paires,1,1,2883
piè,pièces,1,4,21845
Piè,pièces,1,1,21845
piece,pièces,1,45,21845
Piece,,1,2,160059
piéce,pièces,1,5,21845
pièce,pièces,1,218,21845
Pièce,pièces,1,1717,21845
pièce de 20 aulnes,pièces de 20 aulnes,1,1,1
pièce de 30 pieds,pièce de 30 pieds,0,0,0
Pièce double,pièce double,1,1,1
pieces,pièces,1,1991,21845
Pieces,pièces,1,2004,21845
piéces,pièces,1,61,21845
Piéces,pièces,1,1,21845
pièces,pièces,1,11340,21845
Pièces,pièces,1,4284,21845
PIèces,pièces,1,151,21845
Pièces ?,pièces,0,0,0
pièces de 10 aunes,,1,1,160059
pieces de 28,,1,1,160059
pièces de 50L,pièce de 50L,1,1,1
Pièces de judes,pièces des Indes,0,0,0
Pièces estimées,pièces,1,4,21845
pièces fonçailles,pièces fonçailles,1,2,2
Pièces grosses,pièces grosses,1,1,1
Pièces pour barriques,pièces pour barriques,1,1,1
piècs,pièces,1,2,21845
Piècs,pièces,1,1,21845
Piècves,pièces,1,1,21845
pied,pieds,1,4,205
Pied,pieds,1,3,205
pieds,pieds,1,170,205
Pieds,pieds,1,28,205
pieds cubes,pieds cubes,1,16,19
Pieds cubes,pieds cubes,1,3,19
Pieriers,,1,1,160059
pierre,pierre,1,3,31
Pierre,pierre,1,2,31
pierres,pierre,1,23,31
Pierres,pierre,1,3,31
Pieu,pièces,1,1,21845
pilan,pilan,1,1,1
pinçons,,1,4,160059
pinte,pintes,1,149,729
Pinte,pintes,1,5,729
pintes,pintes,1,365,729
Pintes,pintes,1,209,729
pipe,pipe,1,3,371
Pipe,pipe,1,7,371
pipes,pipe,1,302,371
Pipes,pipe,1,58,371
pipes de 2 bariques,pipe de 2 barriques,1,1,1
Pipes ordinaires,pipe ordinaire,1,1,1
pipet,pipe,1,1,371
pipettes,pipettes,1,1,1
pipots,pipot,1,11,11
pites,pintes,1,1,729
plamches,planches,1,1,51
planche,,1,1,160059
planches,planches,1,40,51
Planches,planches,1,10,51
plaques,plaques,1,7,7
Plateaux,plateaux,1,1,1
plats,plats,1,3,3
plumes,plumes,1,1,1
pnier,panier,1,1,1
poché,pochées,0,0,0
pochées,,1,2,160059
Pochées,pochées,1,11,12
poches,poches,1,1,3
Poches,poches,1,2,3
Poele,poële,1,1,1
Poenion,,1,1,160059
Pognées,pognées,1,1,1
poiçons,,1,1,160059
poids,poids,1,3,3
Poignée,poignées,1,6,55
poignées,poignées,1,31,55
Poignées,poignées,1,17,55
Poignés,poignées,1,1,55
poincon,poinçons,1,1,251
Poincon,poinçons,1,2,251
poinçon,poinçons,1,8,251
Poinçon,poinçons,1,3,251
poincons,poinçons,1,3,251
Poincons,poinçons,1,4,251
poinçons,poinçons,1,196,251
Poinçons,poinçons,1,33,251
poinEau,poinçons,1,1,251
Poisseaux,,1,1,160059
pommes,pommes,1,1,1
pommiers,pommiers,1,1,1
porcelets,porcelets,1,7,7
porqs,porcs,1,6,6
Pors,pots,1,1,1507
postes,postes,1,1,1
postiches petites,,1,1,160059
pot,pots,1,2,1507
Pot,pots,1,27,1507
potiches,potiches,1,18,18
pots,pots,1,908,1507
Pots,pots,1,568,1507
pots à fleurs,,1,1,160059
poulains,poulains,1,17,19
Poulains,poulains,1,2,19
poulets,poulets,1,1,1
pour cent,pour cent,1,1,1
pour grennier ?,,1,1,160059
pouteries,poutrelles,1,1,1
poutre,poutre,0,0,0
poutres,poutre,1,3,4
prises,prises,1,3,4
Prises,prises,1,1,4
q livre,q livre,0,0,0
quars de Barils,quart de barils,1,1,1
quart,quart,1,12,97
Quart,quart,1,85,97
quart d'aunes,,1,1,160059
quart de charge,quart de charge,1,1,1
quarteaux,quartaut,1,5,6
Quarteaux,quartaut,1,1,6
quartier,quartiers,1,2,43
Quartier,quartiers,1,1,43
Quartieres,quartiers,1,4,43
quartiers,quartiers,1,12,43
Quartiers,quartiers,1,24,43
Quartiers mesure de Blaye,quartiers mesure de blaye,1,3,3
quartillons,,1,1,160059
quarts,quarts,1,201,437
Quarts,quarts,1,235,437
Quarts??,quarts,1,1,437
Queue,queues,1,1,9
queues,queues,1,5,9
Queues,queues,1,3,9
quiconir,quiconir,1,1,1
quinal,quintal,1,1,2786
quinquets,quinquets,1,1,1
quintal,quintal,1,1969,2786
Quintal,quintal,1,816,2786
quintaux,quintaux,1,14309,15041
Quintaux,quintaux,1,730,15041
quintaux de Saint-Domingue,quintaux de Saint-Domingue,1,1,1
quintaux des colonies françaises,quintaux des colonies françaises,1,4,4
quintaux métriques,quintaux métriques,1,7,7
Quinteaux,quintaux,1,2,15041
quints,quints,1,2,2
radeaux,radeaux,1,1,1
rame,rames,1,108,1996
Rame,rames,1,13,1996
rame ou aunes,rame ou aunes,1,1,1
rames,rames,1,1335,1996
Rames,rames,1,540,1996
Rapé,râpé,1,1,1
rasières,razières,1,1,55
Raziere,razières,1,2,55
Razière,razières,1,1,55
razieres,razières,1,1,55
Razieres,razières,1,4,55
razières,razières,1,44,55
Razières,razières,1,2,55
Réchaux,réchauds,1,1,1
rets,rets,1,2,5
retz,rets,1,2,5
Retz,rets,0,0,0
Rideaux,rideaux,1,2,2
robes,robes,1,3,3
rode,rodes,1,1,68
roder,rodes,1,1,68
rodes,rodes,1,65,68
rodes ?,,1,1,160059
rodes ???,,1,1,160059
Rolle,rolle,1,1,1
Rondelles,rondelles,1,1,1
roues,roues,1,7,7
rouleau,rouleaux,1,2,64
rouleaux,rouleaux,1,57,64
Rouleaux,rouleaux,1,3,64
ruleaux,rouleaux,1,2,64
sabres,sabres,1,8,9
Sabres,sabres,1,1,9
Sac,sacs,1,6,212
sacs,sacs,1,155,212
Sacs,sacs,1,47,212
Sacs de 2800 boisseaux,sacs de 2800 boisseaux,1,1,1
saix,faix,1,1,267
sanegues,sanegues,1,2,2
sannées,sannées,1,1,1
sans,sans,0,0,0
Saumes,saumes,1,6,6
saumon,saumon,1,2,14
saumons,saumon,1,12,14
Saur,saur,1,1,1
Saus,sacs,1,4,212
seaux,seaux,1,1,1
Secheldes,cheldes,1,1,2
selles,selles,1,1,1
sennes,sennes,1,2,2
septier,setiers,1,7,161
Septier,setiers,1,8,161
septiers,setiers,1,66,161
Septiers,setiers,1,34,161
septires,setiers,1,1,161
serges,serges,1,1,1
sergiers,services,1,1,28
serrures,serrures,1,3,3
service,services,1,2,28
services,services,1,12,28
Services,services,1,10,28
Serviettes,serviettes,1,1,1
setiers,setiers,1,33,161
Setiers,setiers,1,2,161
setiés,setiers,1,1,161
settier,setiers,1,1,161
settiers,setiers,1,3,161
Settiers,setiers,1,5,161
sevices,services,1,1,28
simple,simple,1,1,1
simples,,1,2,160059
Sixain,,1,1,160059
Sixaine,sixains,1,1,28
sixaines,sixains,1,5,28
Sixaines,sixains,1,4,28
sixains,sixains,1,7,28
Sixains,sixains,1,11,28
sixieme de baril,sixième de baril,1,1,1
sixtaines,,1,4,160059
sizaines,sizains,1,1,11
sizains,sizains,1,10,11
solives,solives,1,1,1
Somme,somme,1,1,10
sommée,sommées,1,1,11
sommées,sommées,1,8,11
Sommées,sommées,1,2,11
sommes,somme,1,4,10
Sommes,somme,1,5,10
sommiers,sommiers,1,7,7
sors,,1,1,160059
sortes,sortes,1,1,1
Sous,sous,1,1,1
stère,stères,1,16,28
stères,stères,1,12,28
stères à bruler,stères à bruler,1,14,14
stimées,estimé,1,1,362
stoc,livres,1,1,233107
Tableaux,tableaux,1,1,1
tables,tables,1,8,8
Tabourets,tabourets,1,2,2
taille petit,taille petit,1,1,1
tapis,tapis,1,6,7
Tapis,tapis,1,1,7
taques ?,,1,1,160059
Tarsonde,tierçons,1,1,522
tasses,tasses,1,12,13
Tasses,tasses,1,1,13
Taupettes,topettes,1,4,5
taureaux,taureaux,1,2,2
teinture,,1,1,160059
Teinture,,1,3,160059
teintures,,1,5,160059
Tenture,tentures,1,1,3
tentures,tentures,1,1,3
Tentures,tentures,1,1,3
testes,,1,1,160059
têtes,têtes,1,3,3
thonneaux,tonneaux,1,13,5622
Thonneaux,tonneaux,1,28,5622
thuiles,tuiles,1,1,2
thuilles,tuiles,1,1,2
tierce,tierce,0,0,0
tierçns,tierçons,1,2,522
tiercon,tierçons,1,18,522
Tiercon,tierçons,1,3,522
TIERCON,tierçons,1,1,522
tierçon,tierçons,1,15,522
